country,iso3,year,population,cases,disease,cases_per_100k
Somalia,SOM,2021,17065581.0,1131892,Malaria,6632.601609051576
Somalia,SOM,2021,17065581.0,7191,Measles,42.13744612621158
Somalia,SOM,2021,17065581.0,43000,Tuberculosis,251.96915358463332
South Africa,ZAF,2021,59392255.0,2958,Malaria,4.980447366411664
South Africa,ZAF,2021,59392255.0,21,Measles,0.03535814560332825
South Africa,ZAF,2021,59392255.0,304000,Tuberculosis,511.8512506386565
South Sudan,SSD,2021,10748272.0,2953582,Malaria,27479.598581055638
South Sudan,SSD,2021,10748272.0,24000,Tuberculosis,223.2917067971484
Spain,ESP,2021,47486935.0,2,Measles,0.004211684750763552
Spain,ESP,2021,47486935.0,3900,Tuberculosis,8.212785263988927
Sri Lanka,LKA,2021,21773441.0,0,Malaria,0.0
Sri Lanka,LKA,2021,21773441.0,14000,Tuberculosis,64.2985185483544
Sudan,SDN,2021,45657202.0,3325874,Malaria,7284.445507633167
Sudan,SDN,2021,45657202.0,26000,Tuberculosis,56.94610896217425
Suriname,SUR,2021,612985.0,22,Malaria,3.588994836741519
Suriname,SUR,2021,612985.0,0,Measles,0.0
Suriname,SUR,2021,612985.0,180,Tuberculosis,29.364503209703336
Sweden,SWE,2021,10467097.0,0,Measles,0.0
Sweden,SWE,2021,10467097.0,400,Tuberculosis,3.8214989313655923
Switzerland,CHE,2021,8691406.0,0,Measles,0.0
Switzerland,CHE,2021,8691406.0,410,Tuberculosis,4.717303506475247
Syrian Arab Republic,SYR,2021,21324367.0,0,Malaria,0.0
Syrian Arab Republic,SYR,2021,21324367.0,11,Measles,0.05158418066993501
Syrian Arab Republic,SYR,2021,21324367.0,3800,Tuberculosis,17.81998968597755
Tajikistan,TJK,2021,9750064.0,0,Malaria,0.0
Tajikistan,TJK,2021,9750064.0,10,Measles,0.10256342932723314
Tajikistan,TJK,2021,9750064.0,8600,Tuberculosis,88.20454922142049
Thailand,THA,2021,71601103.0,2219,Malaria,3.099114269231299
Thailand,THA,2021,71601103.0,103000,Tuberculosis,143.85253255106977
The former Yugoslav Republic of Macedonia,MKD,2021,2103330.0,1,Measles,0.047543656963006276
Timor-Leste,TLS,2021,1320942.0,0,Malaria,0.0
Timor-Leste,TLS,2021,1320942.0,6400,Tuberculosis,484.5027260848698
Togo,TGO,2021,8644829.0,2053345,Malaria,23752.29168789805
Togo,TGO,2021,8644829.0,82,Measles,0.9485439214587125
Togo,TGO,2021,8644829.0,2900,Tuberculosis,33.54606551500325
Tokelau,TKL,2021,1849.0,0,Tuberculosis,0.0
Tonga,TON,2021,106017.0,8,Tuberculosis,7.5459596102511854
Trinidad and Tobago,TTO,2021,1525663.0,0,Measles,0.0
Trinidad and Tobago,TTO,2021,1525663.0,200,Tuberculosis,13.109054883024626
Tunisia,TUN,2021,12262946.0,7,Measles,0.05708253139172267
Tunisia,TUN,2021,12262946.0,4500,Tuberculosis,36.69591303753601
Turkmenistan,TKM,2021,6341855.0,0,Malaria,0.0
Turkmenistan,TKM,2021,6341855.0,0,Measles,0.0
Turkmenistan,TKM,2021,6341855.0,3000,Tuberculosis,47.304771238068355
Turks and Caicos Islands,TCA,2021,45114.0,0,Tuberculosis,0.0
Tuvalu,TUV,2021,11204.0,33,Tuberculosis,294.53766511960015
Türkiye,TUR,2021,84775404.0,0,Malaria,0.0
Türkiye,TUR,2021,84775404.0,15000,Tuberculosis,17.69381128516946
Uganda,UGA,2021,45853778.0,13023397,Malaria,28402.015205813575
Uganda,UGA,2021,45853778.0,606,Measles,1.3215923015111208
Uganda,UGA,2021,45853778.0,91000,Tuberculosis,198.4569297648713
Ukraine,UKR,2021,43531422.0,16,Measles,0.03675505936837993
Ukraine,UKR,2021,43531422.0,31000,Tuberculosis,71.2129275262361
United Arab Emirates,ARE,2021,9365145.0,0,Malaria,0.0
United Arab Emirates,ARE,2021,9365145.0,35,Measles,0.3737261943087907
United Arab Emirates,ARE,2021,9365145.0,77,Tuberculosis,0.8221976274793397
United Kingdom of Great Britain and Northern Ireland,GBR,2021,67281039.0,2,Measles,0.00297260569950473
United Kingdom of Great Britain and Northern Ireland,GBR,2021,67281039.0,4300,Tuberculosis,6.391102253935168
United Republic of Tanzania,TZA,2021,63588334.0,7997711,Malaria,12577.32432493042
United Republic of Tanzania,TZA,2021,63588334.0,0,Measles,0.0
United Republic of Tanzania,TZA,2021,63588334.0,132000,Tuberculosis,207.5852466900611
United States of America,USA,2021,336997624.0,14,Measles,0.0041543319605125755
United States of America,USA,2021,336997624.0,8700,Tuberculosis,2.5816205754613866
Uruguay,URY,2021,3426260.0,0,Measles,0.0
Uruguay,URY,2021,3426260.0,1100,Tuberculosis,32.10497743895676
Uzbekistan,UZB,2021,34081449.0,0,Malaria,0.0
Uzbekistan,UZB,2021,34081449.0,0,Measles,0.0
Uzbekistan,UZB,2021,34081449.0,21000,Tuberculosis,61.617098498364896
Vanuatu,VUT,2021,319137.0,576,Malaria,180.48675020445765
Vanuatu,VUT,2021,319137.0,0,Measles,0.0
Vanuatu,VUT,2021,319137.0,110,Tuberculosis,34.4679557682124
Venezuela (Bolivarian Republic of),VEN,2021,28199867.0,204683,Malaria,725.829664373949
Venezuela (Bolivarian Republic of),VEN,2021,28199867.0,0,Measles,0.0
Venezuela (Bolivarian Republic of),VEN,2021,28199867.0,13000,Tuberculosis,46.09950819980818
Viet Nam,VNM,2021,97468029.0,453,Malaria,0.46476778554740245
Viet Nam,VNM,2021,97468029.0,162,Measles,0.1662083471494022
Viet Nam,VNM,2021,97468029.0,169000,Tuberculosis,173.3901893101788
Wallis and Futuna,WLF,2021,11627.0,0,Tuberculosis,0.0
Yemen,YEM,2021,32981641.0,979967,Malaria,2971.2499750997836
Yemen,YEM,2021,32981641.0,4904,Measles,14.868878113129664
Yemen,YEM,2021,32981641.0,16000,Tuberculosis,48.51183723696465
Zambia,ZMB,2021,19473125.0,3655518,Malaria,18772.117983117758
Zambia,ZMB,2021,19473125.0,55,Measles,0.2824405430561351
Zambia,ZMB,2021,19473125.0,60000,Tuberculosis,308.1169560612382
Zimbabwe,ZWE,2021,15993524.0,342543,Malaria,2141.760627614027
Zimbabwe,ZWE,2021,15993524.0,282,Measles,1.76321366072918
Zimbabwe,ZWE,2021,15993524.0,30000,Tuberculosis,187.5759213541681
"occupied Palestinian territory, including east Jerusalem",PSE,2021,5133392.0,31,Tuberculosis,0.6038892023052204
